place	time	pace	age	gender	location	state	divPlace	divTot
4295	91.13	9.113	27	M	Arlington VA	VA	935	1457
8254	114.08	11.408	34	F	Washington DC	DC	1872	2228
4590	97.2	9.72	40	F	Alexandria VA	VA	433	974
2684	82.73	8.273	53	M	N Bellmore NY	NY	168	483
645	77.93	7.793	33	F	Germantown MD	MD	151	2228
4167	95.78	9.578	41	F	Alexandria VA	VA	391	974
392	74.93	7.493	33	F	Alexandria VA	VA	86	2228
8524	115.93	11.593	32	F	Alexandria VA	VA	1933	2228
4531	97	9.7	45	F	Manassas VA	VA	233	554
6534	109.42	10.942	41	M	Silver Spring MD	MD	851	931
1937	78.27	7.827	41	M	Annandale VA	VA	241	931
3950	89.22	8.922	60	M	Silver Spring MD	MD	69	196
7013	106.58	10.658	27	F	Westiminster MD	MD	2135	2782
7171	138.7	13.87	46	M	Silver Spring MD	MD	646	648
9430	129.12	12.912	46	F	Bordentown NJ	NJ	529	554
4187	95.85	9.585	29	F	Severna Park MD	MD	1286	2782
5311	99.67	9.967	31	F	Alexandria VA	VA	1188	2228
2556	81.92	8.192	34	M	Washington DC	DC	570	1490
6775	105.4	10.54	47	F	Burke VA	VA	376	554
8375	114.98	11.498	28	F	Baltimore MD	MD	2473	2782
2482	89.25	8.925	21	F	Baltimore MD	MD	315	974
1065	81.62	8.162	45	F	Washington DC	DC	52	554
3120	85.03	8.503	39	M	Arlington VA	VA	474	1093
31	53.62	5.362	33	M	Philadelphia PA	PA	8	1490
7232	107.68	10.768	26	F	Woodbridge VA	VA	2198	2782
2205	79.75	7.975	53	M	Falls Church VA	VA	133	483
374	65.1	6.51	43	M	Pasadena MD	MD	34	931
8241	114.02	11.402	27	F	Westminster MD	MD	2436	2782
4814	94.22	9.422	57	M	Ipswich MA	MA	217	375
2701	82.83	8.283	23	M	Baltimore MD	MD	153	347
6558	109.83	10.983	37	M	Montgomery Villag MD	MD	1002	1093
359	74.45	7.445	29	F	Arlington VA	VA	124	2782
7131	131.87	13.187	47	M	Chagrin Falls OH	OH	643	648
1301	83.35	8.335	29	F	Arlington VA	VA	420	2782
6709	105.12	10.512	33	F	Sterling VA	VA	1495	2228
907	71.18	7.118	37	M	Alexandria VA	VA	123	1093
1910	86.82	8.682	32	F	Bethesda MD	MD	424	2228
4112	95.62	9.562	38	F	Vienna VA	VA	554	1367
3615	93.85	9.385	33	F	Brooklyn NY	NY	782	2228
3701	94.15	9.415	53	F	Daytona Beach FL	FL	121	397
563	76.97	7.697	24	F	Washington DC	DC	81	974
8727	117.73	11.773	32	F	Baltimore MD	MD	1977	2228
6604	111.03	11.103	14	M	Herndon VA	VA	63	66
6756	105.33	10.533	51	F	Urbana MD	MD	235	397
5230	99.35	9.935	27	F	Washington DC	DC	1616	2782
1551	84.98	8.498	29	F	Washington DC	DC	498	2782
7157	107.33	10.733	37	F	Washington DC	DC	971	1367
475	75.95	7.595	25	F	Great Falls VA	VA	162	2782
134	59.85	5.985	30	M	Boston MA	MA	43	1490
4752	97.67	9.767	25	F	Washington DC	DC	1482	2782
4568	97.12	9.712	27	F	Baltimore MD	MD	1411	2782
3076	84.85	8.485	32	M	Springfield VA	VA	680	1490
3409	93.15	9.315	27	F	Conshohocken PA	PA	1061	2782
1701	85.83	8.583	30	F	Washington DC	DC	379	2228
5502	98.62	9.862	43	M	Washington DC	DC	716	931
3273	92.6	9.26	27	F	Crofton MD	MD	1031	2782
6411	103.98	10.398	39	F	Wilmington DE	DE	866	1367
4438	96.68	9.668	40	F	Woodbridge VA	VA	413	974
5717	100.35	10.035	53	M	Bethel Park PA	PA	374	483
2105	79.17	7.917	61	M	Washington DC	DC	28	196
6365	107.2	10.72	39	M	Arlington VA	VA	977	1093
8030	112.47	11.247	44	F	Manassas VA	VA	787	974
5999	102.32	10.232	29	F	Washington DC	DC	1831	2782
5249	99.42	9.942	43	F	Catonsville MD	MD	502	974
8504	115.77	11.577	23	F	Washington DC	DC	896	974
9104	122.42	12.242	49	F	Bowie MD	MD	506	554
2750	90.42	9.042	16	F	Washington DC	DC	30	83
482	66.75	6.675	45	M	Montgomery Villag MD	MD	34	648
5516	98.7	9.87	49	M	Riva MD	MD	480	648
4552	92.55	9.255	44	M	Woodbridge VA	VA	600	931
1921	78.22	7.822	30	M	Ashburn VA	VA	433	1490
709	69.3	6.93	35	M	Falls Church VA	VA	97	1093
6069	103.52	10.352	53	M	Monrovia MD	MD	401	483
9371	127.95	12.795	49	F	Pembroke Pines FL	FL	524	554
2846	83.6	8.36	43	M	Vienna VA	VA	366	931
2996	91.47	9.147	28	F	Mercersburg PA	PA	945	2782
6519	109.2	10.92	54	M	Cockeysville MD	MD	443	483
8465	115.52	11.552	40	F	Rockville MD	MD	829	974
3512	93.52	9.352	32	F	Arlington VA	VA	768	2228
5386	97.73	9.773	51	M	Woodstock MD	MD	356	483
3230	85.57	8.557	24	M	Fort Washington MD	MD	178	347
1890	78	7.8	52	M	Newport News VA	VA	112	483
9120	122.6	12.26	28	F	Alexandria VA	VA	2655	2782
6212	105.22	10.522	27	M	Frederick MD	MD	1299	1457
2012	87.33	8.733	34	F	Washington DC	DC	446	2228
4807	97.82	9.782	42	F	Mount Airy MD	MD	452	974
7067	106.88	10.688	28	F	Washington DC	DC	2153	2782
2177	87.97	8.797	27	F	Washington DC	DC	693	2782
181	61.2	6.12	22	M	Washington DC	DC	13	347
7646	109.92	10.992	32	F	Chevy Chase MD	MD	1714	2228
5424	100.1	10.01	34	F	Ellicott City MD	MD	1207	2228
6262	105.9	10.59	57	M	Philadelphia PA	PA	309	375
1540	75.92	7.592	40	M	Clifton VA	VA	183	931
813	70.28	7.028	28	M	Washington DC	DC	200	1457
6248	103.32	10.332	35	F	Washington DC	DC	844	1367
6380	103.87	10.387	70	F	Arlington VA	VA	4	8
3523	93.57	9.357	42	F	Arlington VA	VA	329	974
2174	79.57	7.957	41	M	Washington DC	DC	272	931
5593	99.38	9.938	49	M	Glen Echo MD	MD	485	648
4774	97.7	9.77	27	F	Washington DC	DC	1488	2782
7652	109.95	10.995	34	F	New York NY	NY	1716	2228
4198	95.88	9.588	24	F	Washington DC	DC	533	974
3952	89.23	8.923	34	M	Washington DC	DC	864	1490
3344	92.85	9.285	17	F	McLean VA	VA	40	83
4592	92.8	9.28	28	M	Washington DC	DC	995	1457
8471	115.53	11.553	32	F	Silver Spring MD	MD	1920	2228
2591	82.17	8.217	31	M	Alexandria VA	VA	575	1490
6842	115.98	11.598	25	M	Alexandria DC	DC	1404	1457
4121	90.15	9.015	34	M	Takoma Park MD	MD	903	1490
1544	75.93	7.593	44	M	Lorton VA	VA	184	931
6342	103.73	10.373	46	F	Baltimore MD	MD	348	554
1397	84.07	8.407	24	F	Alrington VA	VA	182	974
3725	94.23	9.423	36	F	Edgewood MD	MD	502	1367
6675	112.18	11.218	62	M	Potomac MD	MD	168	196
6581	104.63	10.463	28	F	Arlington VA	VA	2015	2782
4860	98.03	9.803	30	F	Fairfax VA	VA	1081	2228
5692	100.15	10.015	48	M	Oakton VA	VA	502	648
8317	114.42	11.442	30	F	Washington DC	DC	1890	2228
3377	93	9.3	23	F	Washington DC	DC	445	974
577	67.88	6.788	30	M	Washington DC	DC	162	1490
2554	89.58	8.958	24	F	Washington DC	DC	322	974
6786	114.65	11.465	28	M	Silver Spring MD	MD	1393	1457
1257	74	7.4	40	M	Arlington VA	VA	137	931
1435	84.28	8.428	43	F	Baltimore MD	MD	138	974
8529	115.97	11.597	25	F	Baltimore MD	MD	2519	2782
4386	96.47	9.647	29	F	Washington DC	DC	1364	2782
1849	86.5	8.65	43	F	Tampa FL	FL	177	974
3969	89.32	8.932	41	M	Ashburn VA	VA	503	931
5515	100.45	10.045	31	F	Takoma Park MD	MD	1225	2228
3455	93.27	9.327	32	F	Arlington VA	VA	751	2228
6366	103.82	10.382	58	F	Tully NY	NY	118	236
3399	93.12	9.312	53	F	Parkton MD	MD	109	397
643	77.9	7.79	31	F	Arlington VA	VA	150	2228
891	80.28	8.028	30	F	Charlotte NC	NC	204	2228
6202	105.05	10.505	65	M	Wrightsville Beac NC	NC	44	79
163	69.75	6.975	28	F	Washington DC	DC	64	2782
6100	102.72	10.272	32	F	New York NY	NY	1349	2228
7969	112.05	11.205	32	F	Silver Spring MD	MD	1792	2228
2408	80.97	8.097	37	M	Santa Clara CA	CA	349	1093
9588	134.78	13.478	32	F	Astoria NY	NY	2191	2228
8731	117.78	11.778	35	F	Bethesda MD	MD	1205	1367
8716	117.63	11.763	34	F	Hampstead MD	MD	1974	2228
5722	100.38	10.038	39	M	Brielle NJ	NJ	871	1093
6429	108.03	10.803	54	M	Washington DC	DC	432	483
8324	114.48	11.448	27	F	Arlington VA	VA	2458	2782
1740	77.23	7.723	27	M	Washington DC	DC	419	1457
8058	112.72	11.272	30	F	Arlington VA	VA	1815	2228
5647	99.83	9.983	37	M	Falls Church VA	VA	863	1093
1504	84.62	8.462	36	F	Pittsburgh PA	PA	194	1367
1597	85.23	8.523	29	F	Centreville VA	VA	515	2782
4466	96.8	9.68	33	F	Washington DC	DC	984	2228
6619	111.3	11.13	63	M	South Riding VA	VA	164	196
9618	136.1	13.61	63	F	Leesburg VA	VA	89	93
5549	98.98	9.898	31	M	Germantown MD	MD	1187	1490
3027	91.63	9.163	22	F	Elkridge MD	MD	393	974
936	71.43	7.143	51	M	Woodbridge VA	VA	51	483
6694	105.07	10.507	38	F	Piscataway NJ	NJ	908	1367
3467	86.82	8.682	43	M	Alexandria VA	VA	442	931
1603	85.3	8.53	29	F	Montgomery Villag MD	MD	517	2782
2225	79.87	7.987	25	M	Arlington VA	VA	531	1457
5296	97.18	9.718	32	M	Washington DC	DC	1130	1490
2931	91.17	9.117	52	F	Atlanta GA	GA	95	397
4172	90.48	9.048	47	M	Kensington MD	MD	366	648
3155	92.08	9.208	28	F	Albany NY	NY	993	2782
723	78.78	7.878	51	F	Elkton MD	MD	20	397
8096	112.95	11.295	32	F	Wilmington DE	DE	1827	2228
6781	105.43	10.543	34	F	Ny NY	NY	1512	2228
6043	103.27	10.327	51	M	Alexandria VA	VA	396	483
5119	96.03	9.603	48	M	Silver Spring MD	MD	450	648
6306	103.57	10.357	26	F	Arlington VA	VA	1923	2782
169	70.1	7.01	26	F	Norfolk VA	VA	67	2782
5146	96.22	9.622	31	M	Vienna VA	VA	1097	1490
1594	76.27	7.627	25	M	Washington DC	DC	383	1457
9381	128.13	12.813	48	F	Waldorf MD	MD	525	554
4037	95.32	9.532	51	F	Alexandria VA	VA	131	397
3688	94.1	9.41	22	F	Owings Mills MD	MD	485	974
7538	109.2	10.92	26	F	Alexandria VA	VA	2275	2782
4913	94.8	9.48	28	M	Highland MD	MD	1058	1457
7996	112.2	11.22	23	F	Washington DC	DC	867	974
3289	85.85	8.585	29	M	Washington DC	DC	734	1457
5708	101.1	10.11	36	F	Alexandria VA	VA	770	1367
9531	131.98	13.198	60	F	W Newton MA	MA	84	93
501	67.02	6.702	26	M	Alexandria VA	VA	130	1457
6840	105.77	10.577	30	F	Hampstead MD	MD	1525	2228
3959	95.1	9.51	26	F	Washington DC	DC	1220	2782
8141	113.25	11.325	30	F	Washington DC	DC	1844	2228
3807	94.55	9.455	37	F	Vienna VA	VA	514	1367
6529	104.45	10.445	25	F	Baltimore MD	MD	1991	2782
5889	101.85	10.185	56	M	Austin TX	TX	288	375
6385	107.52	10.752	38	M	Washington DC	DC	982	1093
2045	87.48	8.748	25	F	Arlington VA	VA	657	2782
1549	75.95	7.595	59	M	Arlington VA	VA	52	375
3153	85.2	8.52	31	M	Washington DC	DC	700	1490
2375	88.8	8.88	27	F	Arlington VA	VA	748	2782
5032	98.62	9.862	43	F	Dedham MA	MA	486	974
6914	106.12	10.612	30	F	Bethesda MD	MD	1540	2228
6047	103.32	10.332	27	M	Washington DC	DC	1265	1457
5800	101.47	10.147	32	F	New York NY	NY	1290	2228
949	71.57	7.157	36	M	Arlington VA	VA	130	1093
2946	91.23	9.123	33	F	New York NY	NY	645	2228
5799	100.95	10.095	48	M	Washington DC	DC	513	648
2368	88.78	8.878	27	F	Arlington VA	VA	746	2782
7665	110.02	11.002	23	F	Washington DC	DC	834	974
3243	85.65	8.565	39	M	Huntingtown MD	MD	488	1093
6000	102.92	10.292	30	M	Charlottesville VA	VA	1274	1490
3722	94.23	9.423	28	F	Odenton MD	MD	1139	2782
5294	99.6	9.96	40	F	Washington, Dc DC	DC	508	974
1297	83.3	8.33	38	F	New Market MD	MD	162	1367
6266	103.42	10.342	23	F	Fairfax VA	VA	732	974
1374	83.83	8.383	40	F	South Riding VA	VA	134	974
962	80.77	8.077	35	F	Bristow VA	VA	115	1367
6825	115.62	11.562	49	M	Alexandria VA	VA	611	648
5887	101.83	10.183	29	M	Leesburg VA	VA	1237	1457
2006	78.67	7.867	24	M	Arlington VA	VA	122	347
4844	94.38	9.438	32	M	Centreville VA	VA	1037	1490
4495	92.27	9.227	40	M	McLean VA	VA	590	931
5320	99.7	9.97	27	F	Alexandria VA	VA	1640	2782
5448	100.17	10.017	29	F	Washington DC	DC	1683	2782
2336	80.53	8.053	57	M	Laytonsville MD	MD	82	375
1181	82.5	8.25	24	F	Bayonne NJ	NJ	160	974
2508	89.38	8.938	34	F	Alexandria VA	VA	555	2228
1023	81.33	8.133	36	F	Annapolis MD	MD	126	1367
6270	106.02	10.602	26	M	Annandale VA	VA	1310	1457
6919	118.73	11.873	31	M	Brooklyn NY	NY	1440	1490
191	61.47	6.147	28	M	Greenville NC	NC	59	1457
7734	110.43	11.043	31	F	Catonsville MD	MD	1738	2228
1290	74.3	7.43	35	M	Washington DC	DC	195	1093
1045	81.45	8.145	28	F	Arlington VA	VA	338	2782
6122	102.78	10.278	56	F	Gambrills MD	MD	108	236
2521	89.42	8.942	32	F	Gaithersburg MD	MD	560	2228
6885	117.4	11.74	24	M	Raleigh NC	NC	342	347
1886	86.7	8.67	34	F	Silver Spring MD	MD	415	2228
5614	100.8	10.08	24	F	Alexandria VA	VA	674	974
2722	82.93	8.293	46	M	Silver Spring MD	MD	233	648
8555	116.22	11.622	31	F	Glen Allen VA	VA	1936	2228
491	76.08	7.608	45	F	Lexington Park MD	MD	25	554
7893	111.45	11.145	29	F	Philadelphia PA	PA	2353	2782
7424	108.55	10.855	27	F	Washington DC	DC	2243	2782
4989	98.47	9.847	34	F	Sterling VA	VA	1112	2228
3783	94.45	9.445	30	F	Calistoga CA	CA	821	2228
3319	92.75	9.275	47	F	Washington DC	DC	167	554
1188	73.43	7.343	27	M	Washington AL	AL	282	1457
6870	117.03	11.703	24	M	Philadelphia. PA	PA	341	347
1417	84.17	8.417	24	F	Arlington VA	VA	184	974
8095	112.95	11.295	34	F	Washington DC	DC	1826	2228
4357	96.35	9.635	28	F	Arlington VA	VA	1353	2782
4555	97.08	9.708	56	F	Washington Dc DC	DC	68	236
431	75.45	7.545	27	F	Washington DC	DC	145	2782
1951	78.32	7.832	24	M	Arlington VA	VA	117	347
5503	100.37	10.037	30	F	Washington DC	DC	1222	2228
7103	130.12	13.012	33	M	Belcamp MD	MD	1473	1490
6994	121.37	12.137	46	M	Fort Belvoir VA	VA	625	648
446	66.2	6.62	37	M	Arlington VA	VA	59	1093
2376	80.82	8.082	25	M	Chevy Chase MD	MD	569	1457
6849	116.28	11.628	48	M	Fairfax VA	VA	615	648
5240	99.38	9.938	31	F	Mount Airy MD	MD	1169	2228
78	57.42	5.742	45	M	Chevy Chase MD	MD	6	648
2589	89.75	8.975	40	F	Annapolis MD	MD	249	974
7481	108.87	10.887	31	F	Washington DC	DC	1674	2228
4257	96.03	9.603	31	F	New York NY	NY	938	2228
4254	90.88	9.088	57	M	Maplewood NJ	NJ	184	375
6595	104.7	10.47	32	F	Tewksbury MA	MA	1470	2228
5404	97.87	9.787	28	M	Washington Dc DC	DC	1142	1457
2175	87.97	8.797	54	F	Mt.Prospect IL	IL	68	397
7010	122.12	12.212	51	M	Fairfax VA	VA	476	483
836	70.5	7.05	38	M	Arlington VA	VA	112	1093
4627	97.3	9.73	29	F	Washington DC	DC	1438	2782
1685	85.68	8.568	26	F	Longmeadow MA	MA	545	2782
4972	98.42	9.842	40	F	Washington DC	DC	474	974
823	70.38	7.038	31	M	Woodbridge VA	VA	215	1490
4384	96.47	9.647	34	F	Washington DC	DC	964	2228
4820	94.23	9.423	30	M	Philadelphia PA	PA	1028	1490
4589	92.77	9.277	36	M	Fairfax VA	VA	711	1093
6242	103.3	10.33	33	F	Severn MD	MD	1397	2228
1399	75.12	7.512	40	M	Vauxhall NJ	NJ	159	931
691	69.07	6.907	19	M	Parma OH	OH	14	66
5645	99.82	9.982	33	M	Washington DC	DC	1210	1490
9451	129.72	12.972	26	F	Silver Spring MD	MD	2725	2782
2671	90.12	9.012	41	F	Blacksburg VA	VA	259	974
4392	91.75	9.175	50	M	Vienna VA	VA	286	483
3321	86.03	8.603	46	M	Kensington MD	MD	292	648
6175	104.67	10.467	32	M	Frederick MD	MD	1307	1490
454	75.68	7.568	29	F	Alexandria VA	VA	153	2782
9425	129	12.9	60	F	Alexandria VA	VA	81	93
1965	78.37	7.837	28	M	Washington DC	DC	467	1457
3740	94.28	9.428	33	F	Philadelphia PA	PA	809	2228
842	79.78	7.978	28	F	Washington DC	DC	279	2782
7400	108.42	10.842	33	F	Waldorf MD	MD	1658	2228
1724	85.95	8.595	28	F	Arlington VA	VA	554	2782
2080	79.05	7.905	45	M	Washington DC	DC	183	648
7148	134.33	13.433	33	M	Washington DC	DC	1482	1490
3110	84.98	8.498	27	M	Washington DC	DC	697	1457
7032	123.52	12.352	28	M	Milton DE	DE	1441	1457
3640	87.68	8.768	30	M	Bristol PA	PA	805	1490
8346	114.65	11.465	28	F	Silver Spring MD	MD	2467	2782
57	64.23	6.423	29	F	Brooklyn NY	NY	31	2782
5370	99.9	9.99	37	F	Export PA	PA	722	1367
2558	81.93	8.193	41	M	Springfield VA	VA	327	931
6818	105.63	10.563	39	F	Fairfax VA	VA	920	1367
3332	86.1	8.61	34	M	Camp Hill PA	PA	732	1490
2876	83.77	8.377	28	M	Washington DC	DC	656	1457
2665	82.6	8.26	36	M	Arlington VA	VA	387	1093
1942	87	8.7	47	F	Ashburn VA	VA	100	554
4558	97.08	9.708	22	F	Arlington VA	VA	569	974
6960	106.35	10.635	60	F	Washington DC	DC	38	93
4253	96.02	9.602	17	F	Ellicott City MD	MD	49	83
521	76.45	7.645	27	F	Washington DC	DC	174	2782
6058	102.55	10.255	34	F	New York NY	NY	1340	2228
269	63.23	6.323	40	M	Washington DC	DC	23	931
8897	119.65	11.965	37	F	Stafford VA	VA	1231	1367
3062	91.73	9.173	44	F	Vienna VA	VA	283	974
6920	118.8	11.88	31	M	Pinellas Park FL	FL	1441	1490
459	66.4	6.64	30	M	Washington DC	DC	132	1490
4973	98.42	9.842	26	F	Washington DC	DC	1548	2782
3369	86.28	8.628	62	M	Thornton CO	CO	55	196
8945	120.22	12.022	42	F	Alexandria VA	VA	886	974
7455	108.73	10.873	53	F	Alexandria VA	VA	283	397
4310	96.18	9.618	28	F	Fairfax VA	VA	1329	2782
4607	97.25	9.725	35	F	Arlington VA	VA	613	1367
435	75.5	7.55	39	F	Norfolk VA	VA	55	1367
6729	105.22	10.522	29	F	Baltimore MD	MD	2061	2782
2670	82.63	8.263	29	M	Washington DC	DC	625	1457
2821	90.73	9.073	32	F	Basking Ridge NJ	NJ	621	2228
4718	93.6	9.36	32	M	Arlington VA	VA	1010	1490
9098	122.35	12.235	51	F	Springfield VA	VA	368	397
737	69.58	6.958	32	M	Laurel MD	MD	200	1490
2867	83.7	8.37	27	M	Chevy Chase MD	MD	654	1457
935	71.42	7.142	34	M	California MD	MD	237	1490
8044	112.6	11.26	40	F	Limerick PA	PA	791	974
5529	98.75	9.875	30	M	Princeton NJ	NJ	1182	1490
1163	82.37	8.237	28	F	Arlington VA	VA	378	2782
2893	91.03	9.103	37	F	Washington DC	DC	375	1367
3827	88.6	8.86	49	M	University Park MD	MD	335	648
1132	82.13	8.213	31	F	Lusby MD	MD	251	2228
5815	101.53	10.153	42	F	Burke VA	VA	556	974
5616	99.55	9.955	46	M	Odenton MD	MD	487	648
6654	104.92	10.492	27	F	Annapolis MD	MD	2033	2782
556	67.67	6.767	36	M	Washington DC	DC	76	1093
8463	115.5	11.55	25	F	Arlington VA	VA	2497	2782
4820	97.87	9.787	28	F	Newport News VA	VA	1500	2782
4405	91.82	9.182	54	M	College Park MD	MD	287	483
3723	94.23	9.423	25	F	Washington DC	DC	1140	2782
5609	99.5	9.95	32	M	Winchester VA	VA	1202	1490
8072	112.82	11.282	42	F	Rockville MD	MD	794	974
5458	98.23	9.823	28	M	Fredericksburg VA	VA	1151	1457
512	67.15	6.715	31	M	Kent WA	WA	149	1490
5698	100.18	10.018	30	M	Arlington VA	VA	1220	1490
6238	105.57	10.557	27	M	New York NY	NY	1304	1457
5752	100.62	10.062	24	M	Washington DC	DC	298	347
8275	114.18	11.418	29	F	Washington DC	DC	2447	2782
6183	104.83	10.483	36	M	Alexandria VA	VA	940	1093
1609	85.33	8.533	28	F	Herndon VA	VA	521	2782
7714	110.32	11.032	30	F	Brooklyn NY	NY	1732	2228
7576	109.52	10.952	27	F	Washington DC	DC	2285	2782
3910	89.02	8.902	26	M	Washington DC	DC	857	1457
9023	121.12	12.112	24	F	Arlington VA	VA	943	974
5620	99.58	9.958	15	M	McLean VA	VA	57	66
1734	86.02	8.602	25	F	Philadelphia PA	PA	558	2782
4772	97.7	9.77	23	F	Dickerson MD	MD	586	974
6006	102.35	10.235	27	F	Baltimore MD	MD	1834	2782
6810	105.58	10.558	48	F	Springfield VA	VA	377	554
578	67.88	6.788	47	M	Springfield OH	OH	38	648
3542	87.15	8.715	36	M	Wayne PA	PA	541	1093
5908	102.02	10.202	30	M	Washington DC	DC	1259	1490
4921	94.83	9.483	14	M	New Hartford NY	NY	51	66
4523	96.98	9.698	37	F	Alexandria VA	VA	602	1367
4070	95.45	9.545	26	F	Bristow VA	VA	1252	2782
7454	108.73	10.873	45	F	Huntingtown MD	MD	411	554
6416	104	10.4	32	F	Takoma Park MD	MD	1437	2228
9585	134.57	13.457	32	F	Alexandria VA	VA	2190	2228
6450	108.27	10.827	42	M	Vienna VA	VA	836	931
2089	87.65	8.765	26	F	Arlington VA	VA	671	2782
1229	73.8	7.38	29	M	Washington DC	DC	289	1457
6852	105.85	10.585	62	F	Hamburg NY	NY	36	93
8191	113.68	11.368	30	F	New York NY	NY	1857	2228
940	80.58	8.058	32	F	Philadelphia PA	PA	214	2228
7676	110.05	11.005	29	F	Washington DC	DC	2305	2782
2164	79.5	7.95	39	M	Washington DC	DC	315	1093
9348	127.4	12.74	29	F	Baltimore MD	MD	2706	2782
688	78.4	7.84	49	F	Springfield VA	VA	34	554
9021	121.1	12.11	57	F	Timonium MD	MD	208	236
6995	121.45	12.145	28	M	Columbia MD	MD	1435	1457
632	68.48	6.848	31	M	Washington DC	DC	173	1490
3167	92.15	9.215	53	F	Fort Washington MD	MD	103	397
4312	96.2	9.62	26	F	Arnold MD	MD	1330	2782
5654	99.88	9.988	27	M	Gambrills MD	MD	1194	1457
8023	112.43	11.243	39	F	Fairfax VA	VA	1093	1367
9322	126.82	12.682	29	F	Washington DC	DC	2702	2782
817	70.32	7.032	36	M	Washington DC	DC	110	1093
8564	116.28	11.628	42	F	Annapolis MD	MD	847	974
3501	86.95	8.695	32	M	Hyattsville MD	MD	771	1490
582	67.92	6.792	32	M	Arlington VA	VA	164	1490
4189	90.57	9.057	58	M	Washington DC	DC	180	375
4383	96.47	9.647	36	F	Washington DC	DC	582	1367
9347	127.33	12.733	43	F	Fairfax Station VA	VA	930	974
3774	88.3	8.83	31	M	Norfolk VA	VA	833	1490
338	64.63	6.463	31	M	Vienna VA	VA	94	1490
4251	90.87	9.087	43	M	Boyds MD	MD	554	931
3920	94.9	9.49	27	F	Glen Cove NY	NY	1204	2782
557	67.67	6.767	44	M	Vienna VA	VA	56	931
1009	72.1	7.21	29	M	Washington DC	DC	241	1457
6387	107.55	10.755	26	M	Brooklyn NY	NY	1325	1457
677	78.27	7.827	35	F	Arlington VA	VA	79	1367
2941	91.22	9.122	24	F	Norfolk VA	VA	379	974
4423	96.63	9.663	42	F	Alexandria VA	VA	410	974
1233	73.83	7.383	39	M	Washington DC	DC	182	1093
6766	114.25	11.425	34	M	Baltimore MD	MD	1410	1490
8440	115.37	11.537	35	F	Bethesda MD	MD	1163	1367
5872	101.75	10.175	53	F	Alexandria VA	VA	197	397
3592	87.43	8.743	27	M	Arlington VA	VA	791	1457
669	78.22	7.822	31	F	Washington DC	DC	156	2228
182	61.23	6.123	24	M	Bethesda MD	MD	14	347
4151	90.35	9.035	41	M	Cambridge MA	MA	533	931
103	67.13	6.713	20	F	Spartanburg SC	SC	13	974
4698	97.48	9.748	32	F	Washington DC	DC	1043	2228
8704	117.53	11.753	36	F	Olney MD	MD	1198	1367
5330	97.38	9.738	62	M	Baldwinsville NY	NY	113	196
7966	112.02	11.202	46	F	Annapolis MD	MD	445	554
9508	131.52	13.152	31	F	Springfield VA	VA	2166	2228
7234	107.7	10.77	47	F	Rochester NY	NY	395	554
712	78.68	7.868	49	F	Rehoboth Beach DE	DE	36	554
5398	100	10	28	F	Washington DC	DC	1669	2782
5689	101.05	10.105	51	F	Raleigh NC	NC	185	397
3678	94.05	9.405	27	F	Washington DC	DC	1130	2782
2130	87.8	8.78	55	F	Washington DC	DC	27	236
5303	97.23	9.723	25	M	Washington DC	DC	1128	1457
22	51.95	5.195	28	M	Rockville MD	MD	11	1457
1056	72.47	7.247	60	M	Seattle WA	WA	11	196
1378	74.93	7.493	31	M	Washington DC	DC	332	1490
211	62.03	6.203	29	M	Brooklyn NY	NY	62	1457
5383	97.72	9.772	45	M	Fairfax VA	VA	470	648
1912	78.18	7.818	41	M	Brooklyn NY	NY	236	931
2323	88.58	8.858	25	F	Leesburg VA	VA	736	2782
599	68.1	6.81	43	M	Crofton MD	MD	61	931
154	60.37	6.037	25	M	Arlington VA	VA	51	1457
2590	82.13	8.213	42	M	Baltimore MD	MD	333	931
6139	102.83	10.283	37	F	Springfield VA	VA	829	1367
5096	98.88	9.888	27	F	Chapel Hill NC	NC	1576	2782
4371	91.62	9.162	34	M	Alexandria VA	VA	942	1490
3015	84.58	8.458	74	M	Arlington VA	VA	3	21
3617	87.55	8.755	60	M	Arlington VA	VA	63	196
9641	137.68	13.768	50	F	Bethesda MD	MD	393	397
960	71.68	7.168	51	M	Bethesda MD	MD	54	483
2374	80.78	8.078	37	M	Ellicott City MD	MD	345	1093
1169	73.28	7.328	34	M	Arlington VA	VA	281	1490
687	69.03	6.903	26	M	Washington DC	DC	177	1457
1175	82.43	8.243	28	F	Arlington VA	VA	381	2782
5446	100.15	10.015	26	F	New York NY	NY	1681	2782
3933	94.98	9.498	31	F	Aldie VA	VA	850	2228
1066	72.53	7.253	26	M	Washington DC	DC	255	1457
288	63.65	6.365	28	M	Reston VA	VA	79	1457
7079	127.52	12.752	69	M	Gibsonia PA	PA	70	79
2523	81.75	8.175	36	M	Washington DC	DC	363	1093
4315	96.2	9.62	32	F	Washington DC	DC	950	2228
4076	95.48	9.548	48	F	Centreville VA	VA	212	554
6977	106.43	10.643	33	F	Washington DC	DC	1560	2228
5206	96.57	9.657	59	M	Washington DC	DC	239	375
8974	120.47	12.047	41	F	Washington DC	DC	888	974
8568	116.37	11.637	37	F	Baltimore MD	MD	1182	1367
627	68.4	6.84	35	M	Woodbridge VA	VA	82	1093
7106	107.12	10.712	25	F	Washington DC	DC	2164	2782
5966	102.15	10.215	51	F	Fairfax VA	VA	203	397
4395	96.53	9.653	23	F	Washington DC	DC	557	974
